train_temperature_C,test_temperature_C,split,method,file_name,cycle_name,sample_count,parameter_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent,experiment
25,25,test,Filtered CNN-LSTM Teacher,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,50689.0,0.5488,0.7408,2.9444,1.5537,2.0437,0.6405,transfer_from_25degC
25,10,test,Filtered CNN-LSTM Teacher,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,50689.0,12.8276,13.9001,24.3865,19.4436,21.9668,1.2803,transfer_from_25degC
25,10,test,Filtered CNN-LSTM Teacher,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,50689.0,11.9894,13.0438,26.8234,19.2046,22.1291,1.2127,transfer_from_25degC
25,10,test,Filtered CNN-LSTM Teacher,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,50689.0,11.3607,12.7189,22.1149,17.1511,18.9526,5.2573,transfer_from_25degC
25,0,test,Filtered CNN-LSTM Teacher,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8208,50689.0,22.1234,24.036,43.7856,35.0569,39.5226,1.0664,transfer_from_25degC
25,0,test,Filtered CNN-LSTM Teacher,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,50689.0,22.0426,24.0387,52.8891,36.2355,42.5253,0.6172,transfer_from_25degC
25,0,test,Filtered CNN-LSTM Teacher,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,50689.0,20.3681,22.2955,41.6396,31.7555,35.8524,1.4093,transfer_from_25degC
25,25,test,Filtered Tiny CNN-LSTM Student,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,3841.0,0.7508,0.978,4.363,1.7903,3.246,4.3584,transfer_from_25degC
25,25,test,Filtered Tiny CNN-LSTM Student,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,3841.0,0.5649,0.7805,4.0155,1.3749,2.9598,0.8929,transfer_from_25degC
25,25,test,Filtered Tiny CNN-LSTM Student,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,3841.0,0.9013,1.13,3.7584,2.2808,2.8366,-2.3342,transfer_from_25degC
25,10,test,Filtered Tiny CNN-LSTM Student,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,3841.0,13.7892,15.0542,27.1366,22.1831,23.7872,14.5819,transfer_from_25degC
25,10,test,Filtered Tiny CNN-LSTM Student,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,3841.0,13.4298,14.6799,25.7502,21.5272,22.8691,13.8632,transfer_from_25degC
25,10,test,Filtered Tiny CNN-LSTM Student,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,3841.0,13.854,15.0381,23.7426,21.6374,22.5338,22.5008,transfer_from_25degC
25,0,test,Filtered Tiny CNN-LSTM Student,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8208,3841.0,20.3183,23.3122,42.5021,39.4297,41.8317,14.6419,transfer_from_25degC
25,0,test,Filtered Tiny CNN-LSTM Student,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,3841.0,20.1701,23.0851,42.9446,37.6388,42.1912,14.8395,transfer_from_25degC
25,0,test,Filtered Tiny CNN-LSTM Student,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,3841.0,19.5022,22.53,43.0733,38.7991,41.2099,14.6013,transfer_from_25degC
25,25,test,Filtered Distilled Tiny CNN-LSTM,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,3841.0,0.9228,1.2114,4.153,2.4107,3.2657,0.7978,transfer_from_25degC
25,25,test,Filtered Distilled Tiny CNN-LSTM,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,3841.0,0.6727,0.9244,4.2978,1.777,3.295,-0.1619,transfer_from_25degC
25,25,test,Filtered Distilled Tiny CNN-LSTM,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,3841.0,0.7281,0.9669,4.6437,1.9384,3.0083,-1.3256,transfer_from_25degC
25,10,test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,3841.0,13.5593,15.6276,32.2818,27.2888,30.2014,8.799,transfer_from_25degC
25,10,test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,3841.0,12.6971,14.6949,33.2846,26.0215,29.0024,8.5919,transfer_from_25degC
25,10,test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,3841.0,13.2013,15.3023,30.1644,28.1296,29.049,14.6083,transfer_from_25degC
25,0,test,Filtered Distilled Tiny CNN-LSTM,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8208,3841.0,20.8513,23.549,38.5275,35.5497,37.6479,7.5335,transfer_from_25degC
25,0,test,Filtered Distilled Tiny CNN-LSTM,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,3841.0,20.7349,23.2385,39.1393,34.2872,37.627,7.2378,transfer_from_25degC
25,0,test,Filtered Distilled Tiny CNN-LSTM,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,3841.0,19.5684,22.2451,38.7171,34.177,36.2889,7.5896,transfer_from_25degC
