train_temperature_C,test_temperature_C,split,method,file_name,cycle_name,sample_count,parameter_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent,experiment
25,0,test,Distilled Tiny CNN-LSTM,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,3361.0,12.7483,15.2789,37.4154,28.2564,33.9672,17.0106,transfer_from_25degC
25,0,test,Distilled Tiny CNN-LSTM,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,3361.0,11.7067,14.1377,34.4415,25.9831,28.9782,18.0376,transfer_from_25degC
25,25,test,Filtered CNN-LSTM Teacher,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,50689.0,0.6133,0.7758,3.0857,1.5534,2.0333,3.0857,transfer_from_25degC
25,25,test,Filtered CNN-LSTM Teacher,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,50689.0,0.4092,0.5564,3.0133,1.0925,1.7944,0.4436,transfer_from_25degC
25,25,test,Filtered CNN-LSTM Teacher,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,50689.0,0.5257,0.6778,3.4947,1.3679,1.8638,-0.8826,transfer_from_25degC
25,10,test,Filtered CNN-LSTM Teacher,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,50689.0,6.6877,7.4272,14.8205,11.3273,12.7419,2.7296,transfer_from_25degC
25,10,test,Filtered CNN-LSTM Teacher,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,50689.0,6.2998,7.0392,15.7274,11.1887,13.1951,2.6333,transfer_from_25degC
25,10,test,Filtered CNN-LSTM Teacher,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,50689.0,5.5898,6.1611,12.6144,8.9514,10.5909,6.3671,transfer_from_25degC
25,0,test,Filtered CNN-LSTM Teacher,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8208,50689.0,14.9695,16.2383,30.8552,24.1594,27.2095,3.4925,transfer_from_25degC
25,0,test,Filtered CNN-LSTM Teacher,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,50689.0,14.9526,16.3093,36.4672,25.0323,29.2731,3.0751,transfer_from_25degC
25,0,test,Filtered CNN-LSTM Teacher,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,50689.0,13.1051,14.4171,28.3558,20.7826,24.1509,3.7723,transfer_from_25degC
25,25,test,Filtered Tiny CNN-LSTM Student,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,3841.0,0.7615,0.9814,3.0872,1.8165,2.4938,2.7318,transfer_from_25degC
25,25,test,Filtered Tiny CNN-LSTM Student,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,3841.0,0.5697,0.7078,3.2188,1.1357,2.4583,0.7704,transfer_from_25degC
25,25,test,Filtered Tiny CNN-LSTM Student,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,3841.0,0.5439,0.6561,2.805,1.2028,1.7722,0.2174,transfer_from_25degC
25,10,test,Filtered Tiny CNN-LSTM Student,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,3841.0,20.4708,22.2869,40.6075,31.3997,38.0479,-0.5646,transfer_from_25degC
25,10,test,Filtered Tiny CNN-LSTM Student,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,3841.0,19.0368,20.6481,41.5088,29.1861,35.9181,-0.7077,transfer_from_25degC
25,10,test,Filtered Tiny CNN-LSTM Student,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,3841.0,19.4046,22.0186,42.0181,33.0693,35.6315,4.1354,transfer_from_25degC
25,0,test,Filtered Tiny CNN-LSTM Student,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8208,3841.0,29.5444,33.3195,53.4771,51.8004,53.1101,0.5364,transfer_from_25degC
25,0,test,Filtered Tiny CNN-LSTM Student,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,3841.0,28.6658,32.1916,54.5379,47.3607,53.2196,-0.1803,transfer_from_25degC
25,0,test,Filtered Tiny CNN-LSTM Student,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,3841.0,28.9847,32.7534,53.9721,49.0684,53.0085,0.7488,transfer_from_25degC
25,25,test,Filtered Distilled Tiny CNN-LSTM,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,3841.0,1.0083,1.6136,9.2915,3.2166,6.8161,9.2832,transfer_from_25degC
25,25,test,Filtered Distilled Tiny CNN-LSTM,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,3841.0,0.627,0.8848,4.8068,1.916,3.1636,4.3754,transfer_from_25degC
25,25,test,Filtered Distilled Tiny CNN-LSTM,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,3841.0,0.6682,0.8863,5.5605,1.9078,2.6501,-0.5127,transfer_from_25degC
25,10,test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,3841.0,11.9256,13.6669,26.5354,21.809,23.9244,14.3491,transfer_from_25degC
25,10,test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,3841.0,11.1208,12.6949,23.7754,19.8283,22.0302,14.0663,transfer_from_25degC
25,10,test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,3841.0,11.8886,13.5243,24.8848,19.9489,22.2394,20.7359,transfer_from_25degC
25,0,test,Filtered Distilled Tiny CNN-LSTM,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8208,3841.0,19.0405,22.5141,42.4211,37.8312,41.5874,15.8938,transfer_from_25degC
25,0,test,Filtered Distilled Tiny CNN-LSTM,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,3841.0,19.2704,22.593,43.091,37.1264,40.4707,15.025,transfer_from_25degC
25,0,test,Filtered Distilled Tiny CNN-LSTM,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,3841.0,17.866,21.2632,43.4819,36.663,38.6965,16.1196,transfer_from_25degC
25,0,test_average,CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,27271,48769.0,23.5323,27.0833,50.1579,43.5724,49.2199,50.1128,transfer_from_25degC
25,0,test_average,Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,27271,3361.0,12.0428,14.7018,35.0164,27.371,31.6495,17.6032,transfer_from_25degC
25,0,test_average,Filtered CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,27271,50689.0,14.3424,15.6549,31.8927,23.3248,26.8779,3.4466,transfer_from_25degC
25,0,test_average,Filtered Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,27271,3841.0,18.7256,22.1234,42.998,37.2069,40.2515,15.6795,transfer_from_25degC
25,0,test_average,Filtered Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,27271,3841.0,29.065,32.7549,53.9957,49.4098,53.1127,0.3683,transfer_from_25degC
25,0,test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,27448,,36.9212,42.1582,78.1514,68.099,75.9303,78.1375,transfer_from_25degC
25,0,test_average,Instantaneous MLP,AVERAGE_TEST_CYCLES,test_average,27448,,31.8171,35.5017,62.2537,54.3003,60.5586,62.2314,transfer_from_25degC
25,0,test_average,LSTM,AVERAGE_TEST_CYCLES,test_average,27271,5825.0,36.3807,39.0024,71.3008,60.6783,65.916,-19.9638,transfer_from_25degC
25,0,test_average,Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,27271,3361.0,31.2424,36.4945,65.1989,58.7138,62.9351,4.2564,transfer_from_25degC
25,10,test_average,CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,43977,48769.0,21.35,23.1991,40.2201,32.9915,35.2895,33.5545,transfer_from_25degC
25,10,test_average,Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,43977,3361.0,10.1017,11.8512,26.6496,18.9001,22.7699,15.6339,transfer_from_25degC
25,10,test_average,Filtered CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,43977,50689.0,6.1924,6.8758,14.3874,10.4891,12.176,3.91,transfer_from_25degC
25,10,test_average,Filtered Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,43977,3841.0,11.645,13.2954,25.0652,20.5287,22.7313,16.3838,transfer_from_25degC
25,10,test_average,Filtered Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,43977,3841.0,19.6374,21.6512,41.3781,31.2184,36.5325,0.9544,transfer_from_25degC
25,10,test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,44154,,26.9387,29.0272,45.9833,39.921,42.0246,42.462,transfer_from_25degC
25,10,test_average,Instantaneous MLP,AVERAGE_TEST_CYCLES,test_average,44154,,17.3644,19.5346,44.2512,32.2844,35.7996,36.7762,transfer_from_25degC
25,10,test_average,LSTM,AVERAGE_TEST_CYCLES,test_average,43977,5825.0,24.9725,28.533,58.5808,49.9814,54.5302,-10.0299,transfer_from_25degC
25,10,test_average,Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,43977,3361.0,22.2132,24.7439,42.4336,34.6558,37.664,7.1515,transfer_from_25degC
25,25,test_average,CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,48029,48769.0,0.6806,0.8888,4.7469,1.7817,2.4426,1.2104,transfer_from_25degC
25,25,test_average,Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,48029,3361.0,0.7091,0.9127,4.4525,1.8111,2.5245,1.1973,transfer_from_25degC
25,25,test_average,Filtered CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,48029,50689.0,0.5161,0.67,3.1979,1.3379,1.8972,0.8822,transfer_from_25degC
25,25,test_average,Filtered Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,48029,3841.0,0.7678,1.1282,6.5529,2.3468,4.2099,4.382,transfer_from_25degC
25,25,test_average,Filtered Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,48029,3841.0,0.625,0.7818,3.037,1.385,2.2415,1.2399,transfer_from_25degC
25,25,test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,48206,,0.4738,0.5967,3.8619,1.1406,1.5927,0.0174,transfer_from_25degC
25,25,test_average,Instantaneous MLP,AVERAGE_TEST_CYCLES,test_average,48206,,1.52,1.9863,18.7491,3.7795,5.8724,1.9517,transfer_from_25degC
25,25,test_average,LSTM,AVERAGE_TEST_CYCLES,test_average,48029,5825.0,0.5105,0.6302,2.7475,1.1665,1.5907,-0.2097,transfer_from_25degC
25,25,test_average,Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,48029,3361.0,0.7199,0.8957,3.3362,1.7294,2.3464,-0.0131,transfer_from_25degC
0,0,test_average,CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,27271,48769.0,1.066,1.3576,4.6428,2.6871,4.0412,2.9831,within_0degC
0,0,test_average,Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,27271,3361.0,1.8034,2.1653,6.7014,4.0313,5.3774,3.1009,within_0degC
0,0,test_average,Filtered CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,27271,50689.0,1.1837,1.4509,4.5589,2.9582,3.7661,1.8492,within_0degC
0,0,test_average,Filtered Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,27271,3841.0,0.8476,1.0824,3.8104,2.0796,3.2169,1.1214,within_0degC
0,0,test_average,Filtered Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,27271,3841.0,1.4159,1.991,9.1085,4.2137,6.3296,5.5944,within_0degC
0,0,test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,27448,,0.9845,1.1946,5.8759,2.2253,3.135,2.5743,within_0degC
0,0,test_average,Instantaneous MLP,AVERAGE_TEST_CYCLES,test_average,27448,,2.1945,2.9227,24.7011,5.9087,8.491,4.7756,within_0degC
0,0,test_average,LSTM,AVERAGE_TEST_CYCLES,test_average,27271,5825.0,0.9294,1.1695,4.7098,2.2686,3.0558,2.2054,within_0degC
0,0,test_average,Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,27271,3361.0,1.5068,1.8457,5.2931,3.5105,4.4385,2.799,within_0degC
10,10,test_average,CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,43977,48769.0,1.0597,1.3723,6.5809,2.8011,3.9515,1.0244,within_10degC
10,10,test_average,Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,43977,3361.0,1.1062,1.5086,7.527,3.2708,4.5472,0.9805,within_10degC
10,10,test_average,Filtered CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,43977,50689.0,0.7366,0.9386,4.0527,1.8952,2.644,1.0772,within_10degC
10,10,test_average,Filtered Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,43977,3841.0,0.9029,1.1644,4.4546,2.2593,3.1904,3.2537,within_10degC
10,10,test_average,Filtered Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,43977,3841.0,0.8748,1.1329,5.0822,2.1973,3.5358,2.7558,within_10degC
10,10,test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,44154,,0.6326,0.8074,4.2516,1.5872,2.2186,1.2899,within_10degC
10,10,test_average,Instantaneous MLP,AVERAGE_TEST_CYCLES,test_average,44154,,2.06,2.7907,28.2575,5.5451,8.7193,3.9708,within_10degC
10,10,test_average,LSTM,AVERAGE_TEST_CYCLES,test_average,43977,5825.0,0.7439,0.9327,5.6746,1.7474,2.4818,0.0105,within_10degC
10,10,test_average,Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,43977,3361.0,1.2742,1.6905,8.2992,3.4804,5.2066,3.5439,within_10degC
25,25,test_average,CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,48029,48769.0,0.7051,0.8889,4.7991,1.7436,2.3422,0.8644,within_25degC
25,25,test_average,Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,48029,3361.0,0.921,1.2163,5.6737,2.4802,3.4809,0.3101,within_25degC
25,25,test_average,Filtered CNN-LSTM Teacher,AVERAGE_TEST_CYCLES,test_average,48029,50689.0,0.559,0.6922,3.3186,1.357,1.8902,0.1163,within_25degC
25,25,test_average,Filtered Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,48029,3841.0,0.6061,0.7963,3.6869,1.4578,2.4454,-0.1817,within_25degC
25,25,test_average,Filtered Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,48029,3841.0,0.4462,0.6092,2.9892,1.179,1.9008,0.41,within_25degC
25,25,test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,48206,,0.4738,0.5967,3.8619,1.1406,1.5927,0.0174,within_25degC
25,25,test_average,Instantaneous MLP,AVERAGE_TEST_CYCLES,test_average,48206,,1.52,1.9863,18.7491,3.7795,5.8724,1.9517,within_25degC
25,25,test_average,LSTM,AVERAGE_TEST_CYCLES,test_average,48029,5825.0,0.5172,0.6359,3.3892,1.1782,1.6506,-0.1948,within_25degC
25,25,test_average,Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,48029,3361.0,1.3877,1.7786,6.8502,3.5964,4.8126,0.9144,within_25degC
