split,method,case_name,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
test,CC sensitivity,ideal_capacity_2p9_soc0_100,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,0.11889328400808019,0.1263840037405362,0.21959572263146754,0.17362104646964305,0.18950626810855764,-0.09873803502017608
test,CC sensitivity,low_capacity_2p8_soc0_100,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,1.5859086116469951,1.8077414744110782,3.0643579894726116,2.9698481056137425,3.025047644645028,-3.025047644645028
test,CC sensitivity,high_capacity_3p0_soc0_100,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,1.25032598455644,1.473862579454068,2.6324842672967037,2.556437778668105,2.6324842672967037,2.6324842672967037
test,CC sensitivity,capacity_2p9_soc0_95,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,5.11889328400808,5.119072743816236,5.2195957226314675,5.173621046469643,5.189506268108557,-5.098738035020176
test,CC sensitivity,capacity_2p9_soc0_90,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,10.118893284008081,10.118984069389727,10.219595722631468,10.173621046469643,10.189506268108557,-10.098738035020176
test,CC sensitivity,low_capacity_2p8_soc0_95,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,6.585908611646994,6.642816823816226,8.064357989472612,7.9698481056137425,8.025047644645028,-8.025047644645028
test,CC sensitivity,high_capacity_3p0_soc0_95,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,3.7496789782117617,3.8300209771269693,5.001359233814156,4.8726109325030755,4.994054652315356,-2.3675157327032963
test,CC sensitivity,low_capacity_2p8_soc0_90,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,11.585908611646992,11.61835192577871,13.064357989472612,12.969848105613742,13.025047644645028,-13.025047644645028
test,CC sensitivity,high_capacity_3p0_soc0_90,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,8.749678978211763,8.784409511592129,10.001359233814156,9.872610932503076,9.994054652315356,-7.367515732703296
test,CC sensitivity,ideal_capacity_2p9_soc0_100,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,0.12495990115136452,0.13604597037794677,0.28015737731577417,0.20858012778499102,0.2290722978913351,-0.2290722978913351
