split,method,case_name,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
test,CC sensitivity,low_capacity_2p8_soc0_100,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,1.5957179176235599,1.8161123731143571,3.1651475400569353,3.0109395825920657,3.144802712470721,-3.144802712470721
test,CC sensitivity,high_capacity_3p0_soc0_100,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,1.2477751085173627,1.4613077380272261,2.5377823337461223,2.4558902403810023,2.49227608904998,2.49227608904998
test,CC sensitivity,capacity_2p9_soc0_95,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,5.124950655069403,5.12523317096404,5.280157377315774,5.208580127784991,5.229072297891335,-5.229072297891335
test,CC sensitivity,capacity_2p9_soc0_90,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,10.124950655069402,10.125093659193684,10.280157377315774,10.208580127784991,10.229072297891335,-10.229072297891335
test,CC sensitivity,low_capacity_2p8_soc0_95,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,6.59571791762356,6.652476480831379,8.165147540056935,8.010939582592066,8.144802712470721,-8.144802712470721
test,CC sensitivity,high_capacity_3p0_soc0_95,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,3.752234543351951,3.8285461651569195,5.006854485332056,4.877467022776187,4.9589592333504955,-2.50772391095002
test,CC sensitivity,low_capacity_2p8_soc0_90,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,11.595717917623562,11.628096254514334,13.165147540056935,13.010939582592066,13.144802712470721,-13.144802712470721
test,CC sensitivity,high_capacity_3p0_soc0_90,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,8.752234543351952,8.785221179472789,10.006854485332056,9.877467022776187,9.958959233350495,-7.50772391095002
test,CC sensitivity,ideal_capacity_2p9_soc0_100,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,0.07201307675805883,0.07705505618631057,0.1517324208184121,0.11068619440214747,0.12041600415286184,-0.09676812154194181
test,CC sensitivity,low_capacity_2p8_soc0_100,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,1.645516965405456,1.8896307891880222,3.313155160365838,3.174435864462461,3.275568953469275,-3.275568953469275
test,CC sensitivity,high_capacity_3p0_soc0_100,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,1.3966025187810431,1.63797162851323,2.8771612468271712,2.7669410455766057,2.87011265492238,2.87011265492238
test,CC sensitivity,capacity_2p9_soc0_95,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,5.07200844887616,5.072082606823893,5.151732420818412,5.110686194402147,5.120416004152862,-5.096768121541942
test,CC sensitivity,capacity_2p9_soc0_90,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,10.07200844887616,10.07204579314486,10.151732420818412,10.110686194402147,10.120416004152862,-10.096768121541942
test,CC sensitivity,low_capacity_2p8_soc0_95,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,6.645516965405457,6.710132202386322,8.313155160365838,8.174435864462462,8.275568953469275,-8.275568953469275
test,CC sensitivity,high_capacity_3p0_soc0_95,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,3.6034005001157117,3.7036409190108324,5.0014730714248685,4.870931072941858,4.972456362891741,-2.12988734507762
test,CC sensitivity,low_capacity_2p8_soc0_90,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,11.588499883956349,11.621987397176733,13.219975351209214,12.982738852271748,13.168698425351643,-11.090344827586193
test,CC sensitivity,high_capacity_3p0_soc0_90,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,8.603400500115711,8.645863812143268,10.001473071424869,9.870931072941858,9.97245636289174,-7.12988734507762
test_average,CC sensitivity,capacity_2p9_soc0_90,AVERAGE_TEST_CYCLES,test_average,44154,10.10528412931788,10.105374507242757,10.217161840255217,10.164295789552261,10.179664856717585,-10.141526151484484
test_average,CC sensitivity,capacity_2p9_soc0_95,AVERAGE_TEST_CYCLES,test_average,44154,5.105284129317881,5.105462840534723,5.217161840255218,5.16429578955226,5.179664856717585,-5.141526151484484
test_average,CC sensitivity,high_capacity_3p0_soc0_100,AVERAGE_TEST_CYCLES,test_average,44154,1.2982345372849486,1.5243806486648415,2.682475949289999,2.593089688208571,2.6649576704230213,2.6649576704230213
test_average,CC sensitivity,high_capacity_3p0_soc0_90,AVERAGE_TEST_CYCLES,test_average,44154,8.701771340559809,8.738498167736061,10.00322893019036,9.873669676073707,9.975156749519197,-7.335042329576979
test_average,CC sensitivity,high_capacity_3p0_soc0_95,AVERAGE_TEST_CYCLES,test_average,44154,3.7017713405598083,3.7874026870982402,5.00322893019036,4.873669676073707,4.975156749519197,-2.3350423295769787
test_average,CC sensitivity,ideal_capacity_2p9_soc0_100,AVERAGE_TEST_CYCLES,test_average,44154,0.10528875397250119,0.11316167676826451,0.21716184025521792,0.1642957895522605,0.17966485671758484,-0.14152615148448433
test_average,CC sensitivity,low_capacity_2p8_soc0_100,AVERAGE_TEST_CYCLES,test_average,44154,1.6090478315586703,1.8378282122378191,3.180886896631795,3.0517411842227564,3.148473103528341,-3.148473103528341
test_average,CC sensitivity,low_capacity_2p8_soc0_90,AVERAGE_TEST_CYCLES,test_average,44154,11.590042137742302,11.622811859156592,13.149826960246253,12.987842180159186,13.112849594155797,-12.420065061567314
test_average,CC sensitivity,low_capacity_2p8_soc0_95,AVERAGE_TEST_CYCLES,test_average,44154,6.60904783155867,6.668475169011309,8.180886896631796,8.051741184222756,8.14847310352834,-8.14847310352834
