split,method,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,Filtered-feature MLP,ALL_TRAIN,train,34792,0.38194080129628,0.542635945600209,5.990670779344256,1.0498518521783764,1.7975854603433479,-0.20497641635010666
test,Filtered-feature MLP,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8267,0.8560331258649866,1.0230601273718958,6.207517158544007,1.9057368676838533,2.8637605884331934,3.028898364951935
test,Filtered-feature MLP,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6328,1.3586951002189254,1.5908066327005361,6.094825057878296,2.8796312656481877,3.541149651528411,1.154256672524923
test,Filtered-feature MLP,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12853,0.7387833524506497,0.969949519117907,5.325211075995142,1.8906255217321926,3.0000401932535543,3.5398413267810227
test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,27448,0.9845038595115206,1.1946054263967796,5.875851097472482,2.2253312183547442,3.1349834777383863,2.574332121419294
