split,method,file_name,cycle_name,sample_count,parameter_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,Filtered Distilled Tiny CNN-LSTM,ALL_TRAIN,train,8278,3841,1.4431998578210072,1.8884241179930397,7.9931488037109375,3.9673023223876953,6.198954391479488,3.3169069290161133
test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,3841,1.5963150842001328,2.1060569407059475,9.111572265625,3.736517333984375,7.529717102050781,4.020406723022461
test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,3841,1.548165891620331,2.0423359496231432,8.125465393066406,4.2192943572998045,6.20693956375122,2.4185562133789062
test,Filtered Distilled Tiny CNN-LSTM,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,3841,2.1308782760452174,2.9521788678969454,12.60799503326416,6.238913059234615,8.35185611724855,12.60799503326416
test_average,Filtered Distilled Tiny CNN-LSTM,AVERAGE_TEST_CYCLES,test_average,43977,3841,1.758453083955227,2.366857252742012,9.948344230651855,4.731574916839598,7.362837594350185,6.348985989888509
