split,method,file_name,cycle_name,sample_count,parameter_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,Filtered Tiny CNN-LSTM Student,ALL_TRAIN,train,6901,3841,2.1257613810434357,3.7073492823652003,13.064346313476562,9.605094909667969,11.661064147949219,0.4957141876220703
test,Filtered Tiny CNN-LSTM Student,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8208,3841,1.9188277568036354,3.331460409267454,13.070106506347656,8.791628265380856,12.511787796020515,2.69268798828125
test,Filtered Tiny CNN-LSTM Student,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6269,3841,1.8259059317584698,2.8454964222327126,12.583282470703125,7.120300292968743,10.694772033691406,1.678853988647461
test,Filtered Tiny CNN-LSTM Student,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12794,3841,1.6269696506835976,3.001242344556203,12.884040832519531,8.369053268432602,12.267976989746094,3.2875919342041016
test_average,Filtered Tiny CNN-LSTM Student,AVERAGE_TEST_CYCLES,test_average,27271,3841,1.7905677797485675,3.0593997253521237,12.845809936523438,8.0936606089274,11.824845606486006,2.553044637044271
