epoch,train_RMSE,val_RMSE
1,59.833286615428975,59.05735551338525
2,59.44473912257775,58.417998918623105
3,58.71082155437754,57.58910809427204
4,57.77058997390251,56.70363090501789
5,56.90582871133141,55.76202399763211
6,55.84828938791964,54.7326420829015
7,54.8393827714905,53.668847713023894
8,53.76146626343104,52.55097042098747
9,52.634769498012446,51.374990495741216
10,51.38796728342398,50.13915693939967
11,50.11585152052087,48.846349099113844
12,48.81122934958612,47.49859681315596
13,47.41005844272265,46.1007330515538
14,46.02166346492525,44.65741174573517
15,44.56455783517863,43.175089796157344
16,43.05257285408226,41.66130759807294
17,41.47286063132506,40.12597046626256
18,39.86116597977342,38.57989693176519
19,38.32483290357421,37.03732314387829
20,36.82328828677508,35.51545658231075
21,35.19841195509746,34.035118366571936
22,33.89808674947041,32.62132365242002
23,32.48010720685869,31.30524218843487
24,31.211426418165857,30.121834109773573
25,30.130254474539722,29.111119445851358
26,29.10123245694483,28.304768363464397
27,27.47195553162414,23.3988092103196
28,22.428156002119778,20.305759097828933
29,20.12203556157174,18.141508174560798
30,18.105895762408373,16.230799203164256
31,16.54334770124265,14.268675228395855
32,14.729870996209906,12.458073608004607
33,13.068145660229746,10.602043214046056
34,11.755535324669857,9.030165663305313
35,10.20024299944111,7.417338765869857
36,9.447471157231439,6.026423128715603
37,8.3404764991318,5.073946598263649
38,8.046350393003951,4.164948732351364
39,7.645050081784218,3.4032286797205042
40,7.337378108903809,2.8279781408800546
41,7.323194925285151,2.3352709173162722
42,7.394578476398559,2.396651904927696
43,7.096087694761914,2.0733592520971458
44,7.194714883708519,1.733967638719144
45,7.126645864955976,1.6831318161830293
46,6.905367373399103,1.4587667729345886
47,6.966081226689928,1.5897169507798556
48,6.972062462116925,1.556484927787313
49,6.78710845102321,2.045507308973012
50,7.060340254452933,1.49221346368221
51,6.78717803847162,1.3047268798732716
52,6.878895369048769,1.8122926132995447
53,6.919504096871003,1.35857990733855
54,7.044224707246724,1.2385862438156843
55,6.993520859291401,1.1381678831766426
56,7.100292044481069,1.001776309706274
57,7.083536128168753,1.4238301343864421
58,6.7706910416739134,1.419826415157528
59,6.830572739326918,1.676041447284021
60,7.097490043015469,1.2719859644217435
