split,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,ALL_TRAIN_FILES,train_combined,9790,0.5863697952099061,0.7583851178452578,4.073326110839844,1.503966426849365,2.01214382171631,-0.16971206665039062
test,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,0.6033950968803788,0.7865407435090769,3.5938491821289062,1.548113632202148,2.1204493331909178,2.2033019065856934
test,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,0.5576015438830592,0.7666208064891283,3.8030929565429688,1.4526378631591794,2.5695095825195224,-0.2731027603149414
test,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,0.6741624624049131,0.8393445721645467,3.1228790283203125,1.549760055541992,2.2169459915161185,-0.8385286331176758
test_average,AVERAGE_TEST_CYCLES,test_average,48029,0.6117197010561171,0.7975020407209173,3.5066070556640625,1.5168371836344399,2.302301635742186,0.3638901710510254
