split,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,FINAL_ERROR_percent
train,ALL_TRAIN_FILES,train_combined,49231,1.4733926265577777,2.0796297035031435,48.209910290547796,0.8371349154919958
test,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22419,1.3107285569026796,1.646485659051051,13.894685469943873,4.078501332486432
test,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14088,1.4026749350082508,1.885752986415772,16.761293819873558,1.49720612285582
test,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11699,1.8465515524722167,2.4267430260169367,25.591237685543515,0.2793227458528662
test_average,AVERAGE_TEST_CYCLES,test_average,48206,1.519985014794382,1.98632722382792,18.749072325120313,1.9516767337317062
