split,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,FINAL_ERROR_percent,MAE_fraction,RMSE_fraction,MAX_ERROR_fraction,FINAL_ERROR_fraction
train,ALL_TRAIN_FILES,train_combined,49231,1.4733926265577777,2.0796297035031435,48.20991029054779,0.8371349154919958,0.014733926265577776,0.020796297035031434,0.4820991029054779,0.008371349154919959
test,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22419,1.3107285569026796,1.646485659051051,13.894685469943871,4.078501332486432,0.013107285569026796,0.016464856590510512,0.1389468546994387,0.040785013324864325
test,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14088,1.4026749350082508,1.885752986415772,16.761293819873558,1.49720612285582,0.014026749350082508,0.01885752986415772,0.16761293819873557,0.0149720612285582
test,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11699,1.8465515524722167,2.4267430260169367,25.591237685543515,0.2793227458528662,0.018465515524722167,0.024267430260169368,0.25591237685543516,0.002793227458528662
test_average,AVERAGE_TEST_CYCLES,test_average,48206,1.519985014794382,1.98632722382792,18.749072325120313,1.9516767337317065,0.015199850147943821,0.0198632722382792,0.18749072325120314,0.019516767337317064
