split,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,ALL_TRAIN_FILES,train_combined,9790,0.5794936020113718,0.7686064456914724,4.325355529785156,1.4145740747451776,2.662068099975586,-0.1034383773803711
test,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,0.6128257447363865,0.8700428316170425,4.361053466796875,1.6471832275390617,2.7266990661621078,2.294670581817627
test,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,0.5204077233981997,0.791200325114997,4.501487731933594,1.1691802978515617,3.650541076660151,0.18741321563720703
test,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,0.49289183837851297,0.6795194580570142,3.8803634643554688,1.3235544204711913,2.5039498138427736,-0.48528480529785156
test_average,AVERAGE_TEST_CYCLES,test_average,48029,0.5420417688376998,0.7802542049296846,4.2476348876953125,1.3799726486206048,2.9603966522216774,0.6655996640523275
