epoch,train_total_RMSE,train_supervised_RMSE,train_distill_RMSE,val_total_RMSE,val_supervised_RMSE,val_distill_RMSE,alpha
61,8.128106849499659,8.14548719046603,8.10196611637422,1.6094364339713783,1.6928596859292582,1.4754840606118071,0.6
62,8.31726518227402,8.333444183074738,8.292937142930407,2.0000084161581344,2.091817162964757,1.8537895233406445,0.6
63,7.872223218177308,7.88580993915273,7.851798738295488,1.6920891843292418,1.7568778032506442,1.5899638662490991,0.6
64,7.7633677592547174,7.774164757444508,7.747143715956819,1.6393229958491549,1.7223084805876319,1.5062967696783744,0.6
65,7.806070937202434,7.823538122862098,7.779796288600233,1.0753777926864465,1.1354317737005961,0.9784096909856381,0.6
66,8.21440688219243,8.228600666114383,8.193069762507102,1.203924354451751,1.2206933593359373,1.1783234750334393,0.6
67,7.912163439573425,7.920707012329033,7.899330498699077,1.066250967939861,1.1043540267809435,1.006395097305625,0.6
68,7.8679444383772505,7.881950008845458,7.846888957572791,1.4163551081468437,1.4932180311330883,1.2925186065131435,0.6
69,7.861459479186816,7.8738808251765295,7.842790267905032,1.2145732811609429,1.2212852127792955,1.2044352543184265,0.6
70,7.86875471921624,7.887605238410594,7.840393600975579,1.0042486297165039,1.0674852774004595,0.9011110084326932,0.6
71,8.003481389192192,8.014463427160115,7.986979733532372,2.0084246581696674,2.095551128865962,1.8701396253549503,0.6
72,7.944105450419086,7.954468909882028,7.928534470360411,1.2593637035232395,1.3369208837966273,1.1331178976973633,0.6
73,7.753073946879187,7.765388860578378,7.734564395356951,1.6252715690811643,1.7102900285880807,1.4886675956462372,0.6
74,8.0513775853546,8.06343573206981,8.033256072415469,1.286659942561617,1.3817719677248124,1.1290676965073922,0.6
75,8.024622745409959,8.038868972529858,8.003205480811058,1.411837028948605,1.5003031583247675,1.2676139556099693,0.6
76,7.830211132779718,7.845245237233007,7.8076054151446534,1.1379303862057657,1.1936806403976195,1.048762939245996,0.6
77,7.5194467678376,7.524124118497439,7.512425042988618,1.5516626884636175,1.6462421714231614,1.397845777068159,0.6
78,8.167871033725143,8.183056492329014,8.145039421346773,0.7425827258999449,0.7541720065214117,0.7248514598741478,0.6
79,7.734770943064446,7.741731739501739,7.724317646557131,1.2278537635151212,1.2943122084494467,1.120801508757769,0.6
80,7.98113297432136,7.9948915803099645,7.960450067798204,1.060345608491987,1.131180422840377,0.9441812856091802,0.6
81,7.9998508208266355,8.012629611158557,7.98064389314803,1.2786342902610999,1.3396628121409728,1.1811940760216235,0.6
82,7.748599868441341,7.760441500251824,7.730803033782062,1.948301636976739,2.01486132445109,1.843962834891854,0.6
83,7.746000814908523,7.759031840739495,7.7264127018136515,1.950141104459117,2.0382217486269565,1.8100010976208474,0.6
84,7.856059060829938,7.872126882238224,7.831895269520635,1.5692827634698703,1.650667390809853,1.4385988762280368,0.6
85,8.225524276519797,8.236911370988059,8.208413713264376,1.0309348694165617,1.1099629523134649,0.8994665803601171,0.6
86,7.806421448606227,7.814218716307129,7.794710518273986,1.0326752033246094,1.106710107670773,0.9104033695416703,0.6
87,7.921607704479926,7.93454609735524,7.902160076469079,1.275141328570792,1.3369651990853646,1.176328867377299,0.6
88,7.696194908296413,7.7085977919793445,7.677552675598907,1.5687201782066862,1.6594425597150178,1.4218238569850163,0.6
89,7.642562508030745,7.656459381316753,7.621669468295861,1.0883400664965877,1.1380989635658891,1.0091116759555732,0.6
90,7.904981296849056,7.917964289909288,7.885466328276665,1.4207753718720335,1.5013813175446127,1.2904603257315943,0.6
91,8.148148759352068,8.159819120237174,8.130611354667227,1.6498733125081635,1.7247329615790743,1.530734851364097,0.6
92,7.843977771377799,7.8535967196065775,7.829526907346932,1.8960439530078597,1.9666738916792403,1.7848662092787304,0.6
93,8.038240010227907,8.05070787789298,8.019501484168696,1.2812204217985692,1.3429119690613582,1.1826646135366854,0.6
