epoch,train_RMSE,val_RMSE
1,59.041728149494304,56.68581817722908
2,55.329117490755905,52.47886944553255
3,50.8078583406573,47.67007483900408
4,45.706154919313505,42.39116493159645
5,40.21018239634755,36.900535716068035
6,34.72333695436784,31.789888091392854
7,29.962855268321377,28.236170261477675
8,27.532353510640387,24.723266960481148
9,18.9849567636731,14.573611493982508
10,12.128276636051808,7.957103161493902
11,6.610743577916572,3.245647450234825
12,4.488715379119726,1.4364746417400847
13,4.042580375842441,1.098019631399651
14,4.025093120902858,1.1098785869249566
15,3.8764855976091774,0.8905486693214848
16,3.8962101424167823,0.8821493713376666
17,3.866136382950034,1.000900756942824
18,3.8336094190164465,0.9616506148000808
19,3.9307289639440013,0.8415204012341944
20,3.8767700403658796,1.2163107499479082
21,3.8195033779449172,0.9184071893872502
22,3.874850265578205,0.9963575724363902
23,3.9209893044102566,0.8221556528811269
24,3.759731308721542,0.9222793662094935
25,3.8248703482631767,0.9570102300087179
26,3.873832004558733,0.7761438972333974
27,3.8220234387187504,1.569392148087131
28,3.8641572839095013,1.080816034096713
29,3.859687097103226,0.79427316800801
30,3.879166560332429,0.9287939826747413
31,3.774194054844529,0.6817117342433807
32,3.81645798026197,0.7085980500382035
33,3.8018781924141103,0.8025353920639821
34,3.7509939937838546,0.7499107864089429
35,3.801320580868226,0.7067581618842685
36,3.7604447722955725,1.127510712989273
37,3.8182936610042724,0.7240266744800095
38,3.7731353640721443,0.8255080132837764
39,3.8467069700293486,0.8163591581205556
40,3.764907363703142,1.2919485440887808
41,3.7755796705134195,0.5874578207174155
42,3.7340913154318853,0.5867913446329573
43,3.74867192650972,0.6359435435014968
44,3.8710759002131243,0.5947456043621349
45,3.7732306702006055,0.5801940442511033
46,3.761066272746587,0.5361383434350833
47,3.7477462083888557,0.8885010942957917
48,3.734360884577735,0.6964596917811169
49,3.7035638168517844,1.2285683625125963
50,3.7558017970898425,0.5332200603101243
51,3.630115829436208,0.8907130683054161
52,3.7464743407091423,0.7735698856378125
53,3.741722809310569,0.6284785267447521
54,3.7109098267321943,0.6439994930374923
55,3.7190920500283338,0.7089551178751564
56,3.7452221729598154,0.7679676106348443
57,3.7120139573030646,1.3143107775036944
58,3.752363569824526,0.507122921407914
59,3.7721839898705043,0.6663943916866751
60,3.7684794586077137,0.6517614861219911
