split,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,ALL_TRAIN_FILES,train_combined,9790,0.5747200293487378,0.7509111503115957,6.9798431396484375,1.4855394363403316,2.0777323579788214,1.3686580657958984
test,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22360,0.7958129918212754,0.9352369746206002,3.805668830871582,1.6345642089843744,2.280023856163025,2.4464516639709473
test,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14029,0.5409098742854375,0.7015402400631404,4.415309906005859,1.4068634033203096,1.9744336700439435,-0.5629043579101562
test,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11640,0.6537698043580727,0.8643308421869227,7.369335174560547,1.7140336036682113,2.4617568016052274,-0.7275457382202148
test_average,AVERAGE_TEST_CYCLES,test_average,48029,0.6634975568215952,0.8337026856235544,5.196771303812663,1.5851537386576318,2.238738109270732,0.3853338559468587
