epoch,train_RMSE,val_RMSE
1,59.578794059018925,58.70380081790914
2,58.997026287231364,57.836342212044755
3,57.95957323937058,56.693210503441236
4,56.71725954663701,55.49491020439397
5,55.52897272299751,54.24108869782206
6,54.16977432263974,52.90074912335836
7,52.82051627457186,51.49747083064493
8,51.396015160214105,50.014202084570435
9,49.90359387796187,48.44809611922975
10,48.24856994110053,46.8021073869476
11,46.54903038695513,45.08267687156842
12,44.824777969253766,43.299691468300324
13,42.95098113146039,41.46545884641517
14,41.13686333887201,39.59631348992211
15,39.2392292864887,37.71370422443445
16,37.29630466161719,35.84493002907193
17,35.444438702527975,34.025626902862676
18,33.64793801210208,32.301236401210325
19,32.045255247275605,30.726915083471606
20,30.479278544652423,29.36855813674294
21,29.186730735403575,27.822639040250344
22,25.065460009526436,22.039050037660424
23,21.548320342136954,19.256454376552554
24,19.0931257075769,16.756757141884865
25,16.89029014083733,14.412366516077434
26,14.787270471385309,12.18953120593683
27,12.87244681990179,9.960310565442153
28,10.751493150003633,7.995224958145184
29,9.701101375118656,6.279637067961991
30,8.55779076949681,4.782026240348217
31,7.803922248583481,3.7208338436683115
32,7.245452355437108,2.764391607915576
33,7.11819456669113,2.3782322622564234
34,6.547459352325557,2.104945526505535
35,6.845451003184299,1.471921945135064
36,6.669293121784159,1.5184898436215781
37,6.517604281367214,2.1640622796564646
38,6.470677185467174,1.5073850351909517
39,6.685996233053319,1.7153558683272934
40,6.27949924417057,1.9065352679816499
41,6.540595383093716,1.9965829268500377
42,6.380182309731636,1.4226352210378637
43,6.240902502118804,1.6778239003144246
44,6.3455100857231,1.6308811574611937
45,6.411995946937067,1.5552409351540308
46,6.20758987049781,1.7660439593415858
47,6.324285470543207,1.3118367108577118
48,6.3433168806932,1.3221873678605391
49,6.407512969418155,1.2934779982345308
50,6.250625884188862,1.6163437710943767
51,6.072709819666176,1.5226100924421089
52,6.233152902341095,1.269816768524345
53,6.1475055521907125,1.6980456983844339
54,6.241798966626894,1.5338286660562177
55,5.95460248589366,1.2329764833644083
56,6.020566985814939,1.4425447924450905
57,5.925118735054948,1.4674831364717134
58,5.880313676477753,1.4140082080176581
59,5.809939693455686,1.1177941122614268
60,5.894211942066729,1.3363557573509677
61,5.91650511699776,0.9269333764571533
62,5.725456982998482,1.8373797007515584
63,5.729823975911413,1.3417568506215574
64,5.659762043389412,1.460347102200374
65,5.5841188658904155,1.1111874348864479
66,5.628798109958763,0.8356400076318085
67,5.70832332280291,1.2189649245682075
68,5.716649470205264,1.1052079179471188
69,5.637994602977159,1.442578425796027
70,5.773144397670157,1.1488763917747071
71,5.610048324656237,1.6010474144313922
72,5.752701070893402,1.2290725779756713
73,5.655105983498444,1.1138911132811429
74,5.681606077916938,1.3397157124101873
75,5.655608946363938,1.2515136613972704
76,5.568536954936085,0.9809518968705073
77,5.587176219824181,0.9792693199295075
78,5.786397790629807,1.4874247491859771
