split,method,file_name,cycle_name,sample_count,parameter_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,LSTM,ALL_TRAIN,train,8278,5825,0.7189153902598066,0.9306472064384772,4.781206130981445,1.8961721420288085,2.7235378646850554,0.4003171920776367
test,LSTM,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12537,5825,0.728174768395997,0.955950855367269,5.474822998046875,1.9701881408691406,2.7135729980468737,-0.41300010681152344
test,LSTM,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10452,5825,0.7206840476814559,0.9425690336853404,3.985248565673828,1.959029197692871,2.749302825927733,0.09243202209472656
test,LSTM,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,20988,5825,0.8738370990444189,1.0472453572549847,4.126677989959717,1.8785801887512203,2.427587356567386,1.0483531951904297
test_average,LSTM,AVERAGE_TEST_CYCLES,test_average,43977,5825,0.7742319717072906,0.981921748769198,4.528916517893474,1.9359325091044106,2.6301543935139975,0.24259503682454428
