epoch,train_RMSE,val_RMSE
1,63.82821147157108,63.141906770583034
2,63.056398090303,61.57462404409689
3,60.91086671876212,58.773017432534466
4,57.81787800757744,55.67796810958981
5,54.64866087338194,52.41346337133356
6,51.294292553762354,48.95315492338696
7,47.77009377717016,45.295885962814
8,44.09899012253012,41.473603827653136
9,40.13847724358602,37.549009315638905
10,36.177431970076285,33.62798401025179
11,32.28587709716178,29.886057830311422
12,28.697811891303363,26.609628457762355
13,25.81766283411339,24.19424919967424
14,23.302656675027162,21.552822783150123
15,18.637329701954727,14.281023486989211
16,12.945977528800203,10.657008527232758
17,9.478088866980634,7.322808718439631
18,6.377844760794199,4.704713268076436
19,4.196580659145229,3.33082234856502
20,3.184609654758803,2.700739695632375
21,2.679982510318501,2.3443921036123068
22,2.383976904214306,2.2108908065340422
23,2.108238020764895,1.904882284317092
24,1.9031046707674664,1.8090213410240006
25,1.7624439562976577,1.7416767004475417
26,1.6465871598147854,1.5300267062630155
27,1.5299476348351062,1.4482575799660353
28,1.6355167140793876,1.8269072169028597
29,1.7007282724195594,1.5793545908905606
30,1.5943837842385806,1.5726753032835816
31,1.5842140223461179,1.4071702277444844
32,1.5624222667976693,1.5424287647881185
33,1.6607178195060248,1.4582060712962885
34,1.511353855303484,1.541456809667185
35,1.488682858976792,1.3459568974762497
36,1.398705551931965,1.275327625442018
37,1.2745356576389346,1.2494810934662788
38,1.26430894152616,1.2095655483384247
39,1.2032124305338432,1.204018496380797
40,1.168971200618312,1.1477147637311345
41,1.1609431575614555,1.1910268210650836
42,1.1242234562351467,1.0925528923342396
43,1.1363072500234916,1.133337333382298
44,1.2596870245761789,1.2260850596736723
45,1.2400860297584064,1.0344131969763617
46,1.140335830194735,1.0985069914930865
47,1.0634268146415407,1.0416264844137877
48,1.028831615652089,1.0225498922249385
49,1.0449467776989187,1.0048603318557114
50,1.0581448457321558,1.0765393524560423
51,1.0072221336414262,0.9558553205309808
52,0.9642330606594615,0.9830861206515306
53,0.9866156357311503,1.0234558453262448
54,0.9957566233076348,0.9353069085267238
55,1.075430938652358,1.2425922717980302
56,1.1792372346812903,0.9649068834908285
57,1.2149523755259204,1.2816902427753745
58,1.1647299958529744,1.0274486415678257
59,1.1145970707001385,1.0238762999563495
60,1.113892011489345,1.1883425484220183
