split,method,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,Filtered-feature MLP,ALL_TRAIN,train,41669,0.4598243438274875,0.5947630059305117,4.05733094653127,1.157085671108858,1.7603852553758899,0.7459106533496822
test,Filtered-feature MLP,03-27-17_09.06 10degC_LA92_Pan18650PF.mat,LA92,12596,0.5054811917575432,0.6922896220079608,4.902324004857977,1.4906750419290589,2.220064058262765,0.22454461342544718
test,Filtered-feature MLP,03-27-17_09.06 10degC_NN_Pan18650PF.mat,NN,10511,0.4723060017991302,0.6316272657417893,3.551358813904436,1.3355447174386512,1.9393999479239525,0.46500362926510164
test,Filtered-feature MLP,03-27-17_09.06 10degC_UDDS_Pan18650PF.mat,UDDS,21047,0.9199827021014183,1.0984037217092246,4.301066230788898,1.9353702635507035,2.496231043982024,3.180037723201437
test_average,Filtered-feature MLP,AVERAGE_TEST_CYCLES,test_average,44154,0.632589965219364,0.8074402031529916,4.251583016517103,1.5871966743061379,2.218565016722914,1.289861988630662
