split,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,ALL_TRAIN_FILES,train_combined,49231,0.3374174234854384,0.4475255195778865,3.5329035623584844,0.9012409889847639,1.344861777222917,0.09009310049577302
test,03-21-17_00.29 25degC_UDDS_Pan18650PF.mat,UDDS,22419,0.6546260072338999,0.7578495036546997,3.9200725377856003,1.3245683450282895,1.6225157694282255,1.6594062600139825
test,03-21-17_09.38 25degC_LA92_Pan18650PF.mat,LA92,14088,0.33407984160838683,0.44069857683595065,2.8930148848195465,0.8802179042594345,1.3478217084903046,-0.5759552578927014
test,03-21-17_16.27 25degC_NN_Pan18650PF.mat,NN,11699,0.41592637620343065,0.5497943328095236,4.18916328693517,1.089567890293773,1.6835911264345014,-0.8504473720149495
test_average,AVERAGE_TEST_CYCLES,test_average,48206,0.46821074168190574,0.5827808044333913,3.6674169031801056,1.0981180465271658,1.551309534784344,0.07766787670211055
