epoch,train_RMSE,val_RMSE
1,59.910608149712274,59.100000495717005
2,59.29038790273049,57.94256484064629
3,57.93581308989962,56.58203003646012
4,56.590038015888254,55.35206035855847
5,55.397148956528774,54.126222380827116
6,54.081716101225915,52.85482309324997
7,52.81227971701863,51.52107237274376
8,51.46946877487931,50.12191922811191
9,50.05420712156154,48.65944865449438
10,48.512520563219354,47.13546903772413
11,46.95328843471026,45.556149891850495
12,45.36264275141256,43.928219592449906
13,43.680424206909855,42.260114012247115
14,41.985113987572774,40.56323128674385
15,40.293574423915125,38.852472874162075
16,38.537144685072604,37.144907330951845
17,36.82514762017756,35.46362160060997
18,35.07324781973135,33.83525834142914
19,33.51530683101963,32.29487362267714
20,32.050104305227634,30.883499272973424
21,30.58986974147143,29.651129036260997
22,29.613664068550953,28.652837685330137
23,28.639819864249365,27.93610284712519
24,26.698820519255836,22.30497824350787
25,21.213555391387228,18.99180586952033
26,18.818772653075605,16.79974085290036
27,16.835434291238858,14.679602264920192
28,14.656949168505317,12.626255086322422
29,12.89882060549891,10.670151220821348
30,11.297285475009293,8.917057587322457
31,10.107576882915113,7.470496065349499
32,9.013016840313375,6.214394735999191
33,8.356018350103913,5.34014163968837
34,7.571274212646641,4.062995997741215
35,6.929840575173456,3.963380560522708
36,6.753572565359344,2.8586323091461137
37,6.401831005718176,2.4427680772146254
38,6.386944764427693,2.1850924731137464
39,6.409968348275151,2.054527479547326
40,6.157530027926043,2.1165333543181895
41,6.232860377432744,1.9142290938143602
42,6.144023782080502,1.7594731603311426
43,5.810899804463382,1.9909270244580863
44,6.037549493262396,1.5837898934630636
45,6.055071984218212,1.3115123484150524
46,5.912386770469849,1.4645255188182196
47,5.933458243027102,1.1422941979957617
48,5.7826977315982475,1.22115850880944
49,5.999831206904811,1.535403554473058
50,5.815276973213819,1.3936403137290854
51,5.694831413960339,1.1822677083325732
52,5.802640336656927,1.2085859538876704
53,5.879318435768303,1.2885342989654138
54,5.916990402358699,1.1451711070382198
55,5.748703429706037,1.086079759679171
56,5.7718925009040305,1.1024709432150785
57,5.734578628332667,1.390009883324045
58,5.805003642497584,1.504601018367343
59,5.715135473382489,1.1932344511734583
60,5.855598875946485,1.7686977149595338
61,5.931074451701801,1.0359899078967498
62,5.777571404008862,1.2326744050594016
63,5.78819265684152,1.374898429933856
64,5.785425711073247,1.8490052409781188
65,5.695165675789944,1.0977528485456884
66,5.705509752275786,1.4507881160279859
67,5.7053014090177046,1.1129675172142646
68,5.660860607810743,1.092554310773355
69,5.700604063329189,1.5215675027686308
70,5.6737295561706125,0.8230855663820663
71,5.6718379477330325,1.1305507838413806
72,5.751122738235043,1.0885159734343322
73,5.791482603559235,0.839827852320464
74,5.778242273895948,1.1741877812548525
75,5.682500200895485,1.0671403754401152
76,5.674318320576299,1.1160193251300448
77,5.584716109772116,1.3847537450455676
78,5.654929583817113,1.5717040012546302
79,5.615287183752008,0.9262235204744403
80,5.618381426255187,1.089886572211889
81,5.685579751279046,0.8652979566923154
82,5.764160306031445,0.8999611581262073
83,5.624400117785027,0.8516331214668713
84,5.612008280485127,1.1116918092788797
85,5.685406787796424,1.3134248290811046
