split,method,file_name,cycle_name,sample_count,MAE_percent,RMSE_percent,MAX_ERROR_percent,P95_ABS_ERROR_percent,P99_ABS_ERROR_percent,FINAL_ERROR_percent
train,Instantaneous MLP,ALL_TRAIN,train,34792,2.12825554972626,3.026045644939037,47.49625813934658,5.718140469808947,9.71480469327428,4.7982493956486
test,Instantaneous MLP,06-01-17_10.36 0degC_LA92_Pan18650PF.mat,LA92,8267,2.0223800105179497,2.670894636654746,12.24577469845623,5.34536236827336,7.269743301639972,4.310669745791291
test,Instantaneous MLP,06-01-17_10.36 0degC_NN_Pan18650PF.mat,NN,6328,2.99432037170248,3.938539330387071,39.15285879419231,7.895692486802336,12.210311825094353,5.447439307036326
test,Instantaneous MLP,06-02-17_17.14 0degC_UDDS_Pan18650PF.mat,UDDS,12853,1.5668372441097522,2.1587502806960743,22.70454498363854,4.48493109058557,5.992938905610768,4.568551120693787
test_average,Instantaneous MLP,AVERAGE_TEST_CYCLES,test_average,27448,2.194512542110061,2.922728082579297,24.701059492095695,5.9086619818870885,8.490998010781697,4.775553391173801
